longitude_metair,latitude_metair
60.5894562,56.8647749
60.5958030,56.8627680
60.6017093,56.8655112
60.6012653,56.8628144
60.5980501,56.8651878
60.6015340,56.8636777
60.5955782,56.8647690
60.5942326,56.8670918
60.5997747,56.8601131
60.5963047,56.8677571
60.5984034,56.8647325
60.5899143,56.8648212
60.5927194,56.8668500
60.5973101,56.8644144
60.6007908,56.8641571
60.5939611,56.8596787
60.6239463,56.8683890
60.6167686,56.8697825
60.6156499,56.8669788
60.6114924,56.8667275
60.6205439,56.8656496
60.6199883,56.8654505
60.6181030,56.8690493
60.6156866,56.8697837
60.6125284,56.8682321
60.6114367,56.8677504
60.6205462,56.8641809
60.6242273,56.8698315
60.6157608,56.8628642
60.6206298,56.8669987
60.6200589,56.8688284
60.6134056,56.8666420
60.6105010,56.8684669
60.6157163,56.8685067
60.6199342,56.8631248
60.6190467,56.8699773
60.5690965,56.8850663
60.5623242,56.8830355
60.5577124,56.8871665
60.5576495,56.8807019
60.5653210,56.8854720
60.5661588,56.8875534
60.5587171,56.8857436
60.5625147,56.8811371
60.5672618,56.8839626
60.5684755,56.8810938
60.5668581,56.8858233
60.5589058,56.8847719
60.5662087,56.8857012
60.5584696,56.8815240
60.5691531,56.8853843
60.5653228,56.8861118
60.5604665,56.8879123
60.5565936,56.8862084
60.5622028,56.8827346
60.5558401,56.8833864
60.5140670,56.8841052
60.5112158,56.8796179
60.5096477,56.8829527
60.5181096,56.8783328
60.5084380,56.8773784
60.5151727,56.8814798
60.5074483,56.8801076
60.5178945,56.8814978
60.5062644,56.8793253
60.5196777,56.8810595
60.5127889,56.8775094
60.5085045,56.8773840
60.5138619,56.8817787
60.5078186,56.8781090
60.5087976,56.8800466
60.5082795,56.8806596
60.5126795,56.8764205
60.5155151,56.8809558
60.5140177,56.8781561
60.5204448,56.8792584
60.4868106,56.8857567
60.4912387,56.8884422
60.4867411,56.8879063
60.4897183,56.8901330
60.4890564,56.8888696
60.4974486,56.8872032
60.4863239,56.8831048
60.4940021,56.8854326
60.4878807,56.8889354
60.4985357,56.8858526
60.4900954,56.8823574
60.4867068,56.8898971
60.4964733,56.8858937
60.4908961,56.8826461
60.4934242,56.8877880
60.4895609,56.8821534
60.4905719,56.8892685
60.4936235,56.8854443
60.4959114,56.8898491
60.4895375,56.8829541
60.4786463,56.8888015
60.4848668,56.8857136
60.4753705,56.8883363
60.4857914,56.8896100
60.4739853,56.8876748
60.4822348,56.8850568
60.4855228,56.8881140
60.4774922,56.8860661
60.4839158,56.8868383
60.4740903,56.8877955
60.4852222,56.8882912
60.4888696,56.8873891
60.4764510,56.8907016
60.4757906,56.8902635
60.4778834,56.8897771
60.4836010,56.8834750
60.4772358,56.8907573
60.4887495,56.8856975
60.4815737,56.8845920
60.4886445,56.8859432
60.5366914,56.8708364
60.5361462,56.8703806
60.5222512,56.8706195
60.5217833,56.8720841
60.5253479,56.8701027
60.5313683,56.8754097
60.5321023,56.8742729
60.5325524,56.8739597
60.5233021,56.8709738
60.5282933,56.8691160
60.5292977,56.8695726
60.5239196,56.8722383
60.5245953,56.8708698
60.5333331,56.8752085
60.5259029,56.8748477
60.5242896,56.8751363
60.5254712,56.8738539
60.5210598,56.8711144
60.5264041,56.8749429
60.5253414,56.8755319
60.5346704,56.8843966
60.5331060,56.8789051
60.5313056,56.8868605
60.5325050,56.8825061
60.5377858,56.8829419
60.5315837,56.8813663
60.5350406,56.8786738
60.5325560,56.8843120
60.5261739,56.8845144
60.5332547,56.8803888
60.5292921,56.8868280
60.5327870,56.8784281
60.5328875,56.8858874
60.5331773,56.8823881
60.5291494,56.8820621
60.5385855,56.8811587
60.5334562,56.8848779
60.5326912,56.8791530
60.5325624,56.8859065
60.5380587,56.8840289
60.5136237,56.8876152
60.5187628,56.8883068
60.5225554,56.8911465
60.5114312,56.8919169
60.5101844,56.8904733
60.5171516,56.8903574
60.5148475,56.8925817
60.5227828,56.8910926
60.5216954,56.8888087
60.5138770,56.8889392
60.5113930,56.8909146
60.5171685,56.8938617
60.5167998,56.8874858
60.5115110,56.8898909
60.5138562,56.8943019
60.5188458,56.8930015
60.5216368,56.8943548
60.5152555,56.8924679
60.5151806,56.8882724
60.5147881,56.8884878
60.5387701,56.8833847
60.5357175,56.8781595
60.5364732,56.8782012
60.5406676,56.8833821
60.5407340,56.8788379
60.5340815,56.8795138
60.5382420,56.8774714
60.5335660,56.8818387
60.5383470,56.8783183
60.5428665,56.8816098
60.5421263,56.8809611
60.5318116,56.8784962
60.5361671,56.8760415
60.5380388,56.8808411
60.5327905,56.8778918
60.5428067,56.8769130
60.5445797,56.8807962
60.5417439,56.8808477
60.5335739,56.8777948
60.5343663,56.8772497
60.5263295,56.8789761
60.5325500,56.8795183
60.5204324,56.8801560
60.5295316,56.8794204
60.5310209,56.8795492
60.5234091,56.8772843
60.5224307,56.8801926
60.5273011,56.8809298
60.5329033,56.8795121
60.5295109,56.8786893
60.5220061,56.8774124
60.5195311,56.8793443
60.5244128,56.8840264
60.5322748,56.8825148
60.5252661,56.8850609
60.5296134,56.8844744
60.5225470,56.8826835
60.5297785,56.8832950
60.5234586,56.8781339
60.5262847,56.8853207
60.5475251,56.8749702
60.5460245,56.8781536
60.5479003,56.8762382
60.5407276,56.8763116
60.5443742,56.8706715
60.5516172,56.8760841
60.5466779,56.8776902
60.5422252,56.8763314
60.5456406,56.8789470
60.5483584,56.8765744
60.5392523,56.8760274
60.5475306,56.8757736
60.5456488,56.8791168
60.5440391,56.8751719
60.5423499,56.8719297
60.5537539,56.8738206
60.5461308,56.8717060
60.5410594,56.8735351
60.5502857,56.8733207
60.5490120,56.8767342
60.5798475,56.8825977
60.5733657,56.8859363
60.5714350,56.8854468
60.5832910,56.8906293
60.5739115,56.8833857
60.5746065,56.8833137
60.5766787,56.8875101
60.5857854,56.8893589
60.5856450,56.8855764
60.5762645,56.8849695
60.5730641,56.8895328
60.5747674,56.8889726
60.5795996,56.8838472
60.5829300,56.8838404
60.5736872,56.8887741
60.5746505,56.8899779
60.5768873,56.8865205
60.5797815,56.8900413
60.5804259,56.8891391
60.5827859,56.8855013
60.5942400,56.8835772
60.6011974,56.8850647
60.5940380,56.8864596
60.6020666,56.8862312
60.5882887,56.8833233
60.6026308,56.8838388
60.5961348,56.8843553
60.5957423,56.8822619
60.5886417,56.8854000
60.5887416,56.8823976
60.5920805,56.8814496
60.5982626,56.8824999
60.6018132,56.8809298
60.5915087,56.8862568
60.5899897,56.8836843
60.5961850,56.8827218
60.5948059,56.8799879
60.5987262,56.8867099
60.5928862,56.8857388
60.5969255,56.8820072
60.6196556,56.8919566
60.6170331,56.8912245
60.6094916,56.8906332
60.6097822,56.8901547
60.6187245,56.8942859
60.6198622,56.8938971
60.6184400,56.8899520
60.6087671,56.8893245
60.6089263,56.8942386
60.6172931,56.8886853
60.6195516,56.8906878
60.6146986,56.8869680
60.6143102,56.8951059
60.6174874,56.8890957
60.6154068,56.8885903
60.6212863,56.8920536
60.6138931,56.8919878
60.6191366,56.8922718
60.6089938,56.8893776
60.6188411,56.8882665
60.5960412,56.8914772
60.5963284,56.8960875
60.5883600,56.8935392
60.5859308,56.8932831
60.5912320,56.8934473
60.5997537,56.8939054
60.5910920,56.8898625
60.5950023,56.8963494
60.5952603,56.8898218
60.6001283,56.8916246
60.6012819,56.8911281
60.5859650,56.8926056
60.5933131,56.8900862
60.5897087,56.8950511
60.5969936,56.8892937
60.5946625,56.8891457
60.5891649,56.8902361
60.5969561,56.8915988
60.5972820,56.8953337
60.5938293,56.8950716
60.6175165,56.8811029
60.6156267,56.8817235
60.6143709,56.8772752
60.6175678,56.8792740
60.6201056,56.8749188
60.6199561,56.8816884
60.6195535,56.8763095
60.6202404,56.8748430
60.6122310,56.8783088
60.6227495,56.8807665
60.6202679,56.8788338
60.6117556,56.8809918
60.6129165,56.8799786
60.6145984,56.8780457
60.6159845,56.8774777
60.6211761,56.8771270
60.6100539,56.8802088
60.6112802,56.8769233
60.6099146,56.8792707
60.6129027,56.8760702
60.6248196,56.8992239
60.6344356,56.8977483
60.6354828,56.8978287
60.6360686,56.8984205
60.6278997,56.8990319
60.6336286,56.8997354
60.6353553,56.8967466
60.6319521,56.8982931
60.6335121,56.9014453
60.6298139,56.8976211
60.6234886,56.8965694
60.6273258,56.8973758
60.6380971,56.8990332
60.6325222,56.8972808
60.6354974,56.9020488
60.6284073,56.8966263
60.6270894,56.8992099
60.6270370,56.8983052
60.6272439,56.9006946
60.6277149,56.9017728
60.6044317,56.9158876
60.6081679,56.9139203
60.6080563,56.9100315
60.6043206,56.9111395
60.5995685,56.9148177
60.6049895,56.9108101
60.6066763,56.9105491
60.6032320,56.9123304
60.5994255,56.9119765
60.6076689,56.9103192
60.6042424,56.9166715
60.6082231,56.9126188
60.6092596,56.9132116
60.6058252,56.9130271
60.6003444,56.9113849
60.6073144,56.9180965
60.6095514,56.9139717
60.5974837,56.9128445
60.6031138,56.9154179
60.6023295,56.9161617
60.5853401,56.9056012
60.5787851,56.9010140
60.5861049,56.9011258
60.5848836,56.9039566
60.5759160,56.9043397
60.5765824,56.9027612
60.5738447,56.9058871
60.5800030,56.9005768
60.5777080,56.9002394
60.5864237,56.9036167
60.5816906,56.9013155
60.5779076,56.9043897
60.5846768,56.9040388
60.5833443,56.9069476
60.5817764,56.9044554
60.5796544,56.9059371
60.5814107,56.9055142
60.5843188,56.9010690
60.5759039,56.9033847
60.5773998,56.9036487
60.5849817,56.8959339
60.5769136,56.9023485
60.5873038,56.9022668
60.5779449,56.9036283
60.5884293,56.8996406
60.5821536,56.8986148
60.5794271,56.8975866
60.5858525,56.8976765
60.5757226,56.8986507
60.5839904,56.9038549
60.5742312,56.9013100
60.5805688,56.9038597
60.5784174,56.8968862
60.5806265,56.9013896
60.5820546,56.8976769
60.5845032,56.8957096
60.5844004,56.8980370
60.5807301,56.8962884
60.5878059,56.9023003
60.5758763,56.8970300
60.5978614,56.9062832
60.6007261,56.9029906
60.6053803,56.9047334
60.5937875,56.9038790
60.6034243,56.9001663
60.5976233,56.8992636
60.5944407,56.9057531
60.6051010,56.9066011
60.6051149,56.9009565
60.5992848,56.9009763
60.6038765,56.9040979
60.5991540,56.9055694
60.5968517,56.9031390
60.5931165,56.9025373
60.6031027,56.9037021
60.6051946,56.9056847
60.6067495,56.9049259
60.6075432,56.9032202
60.6030012,56.9041192
60.6003398,56.9066842
60.5924257,56.9137799
60.5883977,56.9133846
60.5903263,56.9134785
60.5865816,56.9060154
60.5890590,56.9090844
60.5915413,56.9065374
60.5862226,56.9078096
60.5924603,56.9126659
60.5925493,56.9096759
60.5854463,56.9112141
60.5897020,56.9102686
60.5967164,56.9112323
60.5876576,56.9122528
60.5935068,56.9107855
60.5952646,56.9055922
60.5909215,56.9089057
60.5979256,56.9071009
60.5862991,56.9084637
60.5902747,56.9135780
60.5860931,56.9067784
60.6131771,56.9041039
60.6225201,56.9036831
60.6166411,56.9085695
60.6139906,56.9048196
60.6107939,56.9014102
60.6097310,56.9066133
60.6213450,56.9068830
60.6168192,56.9066570
60.6158005,56.9079324
60.6181517,56.9072020
60.6171867,56.9053056
60.6228303,56.9029318
60.6204168,56.9010311
60.6206357,56.9057419
60.6127037,56.9022941
60.6224111,56.9020933
60.6221366,56.9013774
60.6141276,56.9008188
60.6100045,56.9016125
60.6223833,56.9063638
60.6372784,56.8861685
60.6250188,56.8896166
60.6263628,56.8859224
60.6370812,56.8852712
60.6336193,56.8831674
60.6317464,56.8842920
60.6264587,56.8831238
60.6349826,56.8856770
60.6264242,56.8905043
60.6345812,56.8856443
60.6306073,56.8858938
60.6351120,56.8875839
60.6280282,56.8869171
60.6244534,56.8867736
60.6309877,56.8865159
60.6316380,56.8869640
60.6303192,56.8878801
60.6300385,56.8871702
60.6358390,56.8880376
60.6258988,56.8894974
60.6109728,56.9001416
60.6102830,56.8989073
60.6137911,56.9024211
60.6156647,56.8975683
60.6169049,56.9010995
60.6117103,56.8998832
60.6032647,56.9014194
60.6086833,56.8992648
60.6144483,56.9011279
60.6109657,56.9018456
60.6158467,56.9003069
60.6057542,56.9004915
60.6153731,56.9003952
60.6062620,56.8971314
60.6147395,56.9009921
60.6035031,56.8962071
60.6081708,56.8961177
60.6102537,56.9035345
60.6056869,56.8965539
60.6117950,56.8974702
60.6465953,56.8990997
60.6439889,56.8923969
60.6402518,56.8926757
60.6441245,56.8976935
60.6435112,56.8913027
60.6400427,56.8917312
60.6480916,56.8932730
60.6406732,56.8971367
60.6468648,56.8985373
60.6413154,56.8984941
60.6502137,56.8943455
60.6456039,56.8995084
60.6503065,56.8974675
60.6415821,56.8922996
60.6464047,56.8993011
60.6441443,56.8978326
60.6520499,56.8938139
60.6398817,56.8955011
60.6394760,56.8937062
60.6449046,56.8982656
60.6371054,56.9076970
60.6415539,56.9119856
60.6406589,56.9107429
60.6377864,56.9109594
60.6461537,56.9057215
60.6433969,56.9066412
60.6345775,56.9077067
60.6354597,56.9062724
60.6435883,56.9103193
60.6343335,56.9091839
60.6368892,56.9064260
60.6402923,56.9077779
60.6413902,56.9065618
60.6443419,56.9093641
60.6438487,56.9105234
60.6393537,56.9058601
60.6452846,56.9112009
60.6459776,56.9086137
60.6378698,56.9052073
60.6377496,56.9085415
60.6408276,56.9066431
60.6393859,56.9041626
60.6455429,56.9078829
60.6408098,56.9051896
60.6448074,56.9005795
60.6385625,56.9055242
60.6414037,56.9075528
60.6368029,56.9073777
60.6436784,56.9057491
60.6479171,56.9052861
60.6343813,56.9049458
60.6435791,56.9069076
60.6359639,56.9010850
60.6390012,56.9066744
60.6337810,56.9035849
60.6353887,56.9013159
60.6358674,56.9011728
60.6440557,56.9081564
60.6469564,56.9015134
60.6484794,56.9061019
60.6288849,56.8921229
60.6269636,56.8937963
60.6330386,56.8957966
60.6299525,56.8927629
60.6305145,56.8958488
60.6365127,56.8910517
60.6362848,56.8947047
60.6347560,56.8911001
60.6292713,56.8953673
60.6379273,56.8921038
60.6286350,56.8952775
60.6255909,56.8942614
60.6399385,56.8921873
60.6361743,56.8920619
60.6293474,56.8964583
60.6314304,56.8928348
60.6393056,56.8957302
60.6270314,56.8930524
60.6291158,56.8905440
60.6258874,56.8935249
60.6303029,56.8624461
60.6394154,56.8650538
60.6306433,56.8666810
60.6333666,56.8618466
60.6308438,56.8625233
60.6285746,56.8691152
60.6288153,56.8640512
60.6363838,56.8680325
60.6294050,56.8615919
60.6366525,56.8644779
60.6331694,56.8680081
60.6328229,56.8639187
60.6288077,56.8628751
60.6247260,56.8664340
60.6395490,56.8648812
60.6253498,56.8663907
60.6281102,56.8668551
60.6316670,56.8651056
60.6378794,56.8653068
60.6348282,56.8627240
60.6490612,56.8605538
60.6508910,56.8666925
60.6464204,56.8590029
60.6530719,56.8609821
60.6530647,56.8644054
60.6505396,56.8646985
60.6531502,56.8641230
60.6478810,56.8595011
60.6504491,56.8618887
60.6458513,56.8626881
60.6490636,56.8614828
60.6569565,56.8630818
60.6561566,56.8655886
60.6475466,56.8631840
60.6456156,56.8647984
60.6544492,56.8665135
60.6536149,56.8608238
60.6450976,56.8659512
60.6529004,56.8625987
60.6526949,56.8668532
60.6240385,56.8659626
60.6225664,56.8642567
60.6245615,56.8579886
60.6227776,56.8593989
60.6186342,56.8598579
60.6221779,56.8605450
60.6234187,56.8608023
60.6248066,56.8624338
60.6199948,56.8577797
60.6266994,56.8623430
60.6161491,56.8593144
60.6291587,56.8627243
60.6193885,56.8630757
60.6170664,56.8611358
60.6189933,56.8615178
60.6142184,56.8614119
60.6235184,56.8627751
60.6251590,56.8655169
60.6273989,56.8618446
60.6237268,56.8584553
60.6554284,56.8559070
60.6494448,56.8593478
60.6552069,56.8561528
60.6475832,56.8564954
60.6538394,56.8580911
60.6568438,56.8548978
60.6560637,56.8548645
60.6505083,56.8536750
60.6488836,56.8590220
60.6514963,56.8550851
60.6546466,56.8537202
60.6498838,56.8579039
60.6555002,56.8592635
60.6534505,56.8558761
60.6502530,56.8597189
60.6595919,56.8571830
60.6506456,56.8556639
60.6490786,56.8606549
60.6536230,56.8616642
60.6577226,56.8609961
60.6348373,56.8663903
60.6391436,56.8671419
60.6463742,56.8645170
60.6398918,56.8616130
60.6450553,56.8653071
60.6332889,56.8653795
60.6414433,56.8602508
60.6471837,56.8662341
60.6405757,56.8612691
60.6379583,56.8654635
60.6397536,56.8681220
60.6481855,56.8628717
60.6372762,56.8678707
60.6440793,56.8621931
60.6381231,56.8651444
60.6432666,56.8642919
60.6370241,56.8674583
60.6436118,56.8635498
60.6383305,56.8669991
60.6364930,56.8671620
60.6413763,56.8740213
60.6502737,56.8784086
60.6488040,56.8744552
60.6427613,56.8781248
60.6389528,56.8789045
60.6408744,56.8800472
60.6443537,56.8786785
60.6458453,56.8727248
60.6410874,56.8805029
60.6400781,56.8752138
60.6504461,56.8766224
60.6409259,56.8743880
60.6479801,56.8775073
60.6438569,56.8763069
60.6485657,56.8785164
60.6475230,56.8766348
60.6510243,56.8773991
60.6426751,56.8765668
60.6399092,56.8785830
60.6412582,56.8790949
60.6332040,56.8767251
60.6358555,56.8777209
60.6269138,56.8753762
60.6292623,56.8746214
60.6318750,56.8772259
60.6349038,56.8789213
60.6350043,56.8749739
60.6353600,56.8749887
60.6281528,56.8791631
60.6300342,56.8783618
60.6360432,56.8751817
60.6310391,56.8735916
60.6303657,56.8749743
60.6320589,56.8731184
60.6339413,56.8800771
60.6253021,56.8802836
60.6324607,56.8779674
60.6354351,56.8757667
60.6301547,56.8785284
60.6304055,56.8790199
60.6287056,56.8855872
60.6202030,56.8810527
60.6327348,56.8844891
60.6251500,56.8802861
60.6301670,56.8802647
60.6243518,56.8779113
60.6335519,56.8818879
60.6269441,56.8781679
60.6347355,56.8797872
60.6288421,56.8779615
60.6300362,56.8845917
60.6264159,56.8842620
60.6234975,56.8835960
60.6267547,56.8785827
60.6301248,56.8846974
60.6279598,56.8840764
60.6215166,56.8832811
60.6320600,56.8788400
60.6314842,56.8784293
60.6218445,56.8813984
60.5949365,56.8745428
60.5881030,56.8768223
60.5977712,56.8795563
60.5987186,56.8741460
60.5885858,56.8781188
60.5932497,56.8780625
60.5970850,56.8766580
60.5939401,56.8780627
60.5957403,56.8745626
60.5961436,56.8774754
60.5926034,56.8778163
60.5935168,56.8742608
60.5938033,56.8805050
60.6002960,56.8736341
60.5926518,56.8756419
60.5959345,56.8759985
60.5976159,56.8769140
60.5951404,56.8784650
60.6000685,56.8788238
60.5998557,56.8735506
60.5852307,56.8767509
60.5821471,56.8729514
60.5802349,56.8781442
60.5877650,56.8745517
60.5789934,56.8759952
60.5847886,56.8705381
60.5814523,56.8770165
60.5823836,56.8781853
60.5868550,56.8725532
60.5818962,56.8760622
60.5878779,56.8727394
60.5811062,56.8703183
60.5762332,56.8749492
60.5786776,56.8765342
60.5845573,56.8778482
60.5846703,56.8704354
60.5848423,56.8742052
60.5827624,56.8703151
60.5858901,56.8745544
60.5798521,56.8717052
60.5750235,56.8748559
60.5782134,56.8678889
60.5738453,56.8703846
60.5679268,56.8699763
60.5691218,56.8720018
60.5722250,56.8754522
60.5767060,56.8737548
60.5793337,56.8696173
60.5755473,56.8680835
60.5784268,56.8723310
60.5792019,56.8745487
60.5724014,56.8752567
60.5680550,56.8702202
60.5809742,56.8701645
60.5774026,56.8694658
60.5791893,56.8683299
60.5712064,56.8752686
60.5723579,56.8695539
60.5735221,56.8722036
60.5746641,56.8762236
60.5590300,56.8791546
60.5571639,56.8763046
60.5667434,56.8738697
60.5693314,56.8749464
60.5619828,56.8810761
60.5667906,56.8793239
60.5606800,56.8786929
60.5702184,56.8790054
60.5682252,56.8791697
60.5687405,56.8756698
60.5693138,56.8786204
60.5663891,56.8753767
60.5573916,56.8781475
60.5626680,56.8813411
60.5688016,56.8788615
60.5681686,56.8753110
60.5580726,56.8805228
60.5687263,56.8765496
60.5598927,56.8792899
60.5646918,56.8806672
60.5952145,56.8700204
60.5994700,56.8714286
60.6014453,56.8760057
60.5981605,56.8758278
60.6064089,56.8706637
60.5986700,56.8719119
60.6025982,56.8689661
60.5996736,56.8690488
60.5928535,56.8702223
60.6064318,56.8726706
60.6004037,56.8733679
60.5978723,56.8763453
60.5995971,56.8718857
60.5979114,56.8716581
60.5955201,56.8745002
60.5931894,56.8749668
60.6014904,56.8753711
60.5931971,56.8745176
60.6023282,56.8759998
60.5940276,56.8720944
60.5977709,56.8810945
60.6117405,56.8805776
60.5987672,56.8810393
60.5999171,56.8815362
60.6052817,56.8819621
60.6063986,56.8785733
60.6043475,56.8784502
60.6063983,56.8790861
60.6048750,56.8758838
60.6078888,56.8819833
60.6115715,56.8794490
60.6028576,56.8768414
60.6064029,56.8761742
60.6071827,56.8771592
60.6042851,56.8832145
60.6039835,56.8832833
60.5995807,56.8811877
60.6013309,56.8829776
60.6014448,56.8787784
60.6038648,56.8793016
60.5758016,56.7973682
60.5731601,56.7994125
60.5809973,56.7962945
60.5774120,56.8017189
60.5739102,56.8001988
60.5814643,56.8018015
60.5749319,56.7990036
60.5780738,56.8044899
60.5822142,56.7970764
60.5819744,56.8034933
60.5826097,56.7964827
60.5798425,56.7997471
60.5751977,56.8002084
60.5726738,56.8024960
60.5713746,56.8003156
60.5782491,56.7975251
60.5801474,56.8018344
60.5832999,56.7994910
60.5844671,56.8012449
60.5767048,56.7999391
60.6096971,56.7958479
60.6035698,56.7945283
60.6053524,56.7970212
60.6088019,56.7935646
60.6017557,56.7962497
60.6097980,56.7905640
60.6135215,56.7952283
60.6129338,56.7970055
60.6012019,56.7921856
60.6123107,56.7939418
60.6085064,56.7958472
60.6096736,56.7974034
60.6118474,56.7920934
60.6035964,56.7920228
60.6053430,56.7904960
60.6149595,56.7951697
60.6046515,56.7931642
60.6037766,56.7914087
60.6149797,56.7959129
60.5998037,56.7943366
60.6154014,56.7942335
60.6236983,56.7979220
60.6229074,56.7935655
60.6257513,56.7945170
60.6220650,56.7929630
60.6236606,56.7965891
60.6259692,56.7910102
60.6181558,56.7915729
60.6226990,56.7953881
60.6224991,56.7923935
60.6148744,56.7937834
60.6246460,56.7903859
60.6288631,56.7929862
60.6187919,56.7923771
60.6178883,56.7922503
60.6262642,56.7917694
60.6226054,56.7970741
60.6214769,56.7911873
60.6172908,56.7940719
60.6278342,56.7950827
60.6317375,56.8002014
60.6351175,56.8070127
60.6297520,56.8022491
60.6388478,56.8069610
60.6423030,56.8059195
60.6411695,56.8023881
60.6344026,56.8067704
60.6367741,56.8076160
60.6328695,56.8055322
60.6344032,56.8039644
60.6396044,56.8014632
60.6315638,56.8007873
60.6388517,56.8048163
60.6291121,56.8022503
60.6323952,56.8025448
60.6383515,56.8048424
60.6386783,56.8037007
60.6332537,56.8066758
60.6414318,56.8046284
60.6378083,56.8064779
60.5930218,56.7982001
60.5917234,56.8052564
60.5909974,56.8037834
60.5928033,56.7981587
60.5943799,56.8027876
60.5843557,56.8005014
60.5908905,56.8067340
60.5876430,56.7984669
60.5927039,56.7982974
60.5912488,56.8065940
60.5855617,56.8030486
60.5930845,56.8001150
60.5876363,56.7993779
60.5932697,56.8027226
60.5875591,56.8004144
60.5920306,56.8055871
60.5887725,56.8021164
60.5978762,56.8022997
60.5874004,56.8018901
60.5911586,56.8027091
60.5130359,56.8091129
60.5111014,56.8031543
60.5120083,56.8064216
60.5162020,56.8030268
60.5171843,56.8075901
60.5163415,56.8087640
60.5081487,56.8038036
60.5129167,56.8074316
60.5158004,56.8077967
60.5153408,56.8042379
60.5113978,56.8077328
60.5072978,56.8029929
60.5146161,56.8024348
60.5065907,56.8043096
60.5087353,56.8094128
60.5181339,56.8058559
60.5149286,56.8066183
60.5060104,56.8048975
60.5109667,56.8088041
60.5175077,56.8055676
60.5018528,56.8016475
60.5003740,56.8012429
60.5006562,56.7985106
60.5055760,56.7969298
60.5139030,56.8002633
60.5137336,56.7978219
60.5031316,56.8018690
60.5051576,56.7976043
60.5134594,56.7981641
60.5125640,56.7965005
60.5111734,56.8020612
60.5138655,56.7979561
60.5080438,56.8019958
60.5105417,56.8007302
60.5052736,56.7991283
60.5077422,56.7957320
60.5092431,56.7992417
60.5018990,56.8001359
60.5040749,56.7955390
60.5035694,56.7955526
60.5141431,56.7917758
60.5167973,56.7909754
60.5146532,56.7882346
60.5092879,56.7892582
60.5066818,56.7898094
60.5176239,56.7892318
60.5173111,56.7909166
60.5160460,56.7954432
60.5130044,56.7899640
60.5063042,56.7928998
60.5122432,56.7936262
60.5085433,56.7957119
60.5160814,56.7918649
60.5174137,56.7889617
60.5096673,56.7889996
60.5122317,56.7883073
60.5192326,56.7918717
60.5104412,56.7933062
60.5132582,56.7901997
60.5150890,56.7913259
60.5386166,56.7836472
60.5292737,56.7791010
60.5364625,56.7853297
60.5267123,56.7802795
60.5342503,56.7832821
60.5305562,56.7827924
60.5325842,56.7826811
60.5298595,56.7781868
60.5311824,56.7858847
60.5230051,56.7821731
60.5282707,56.7810694
60.5289462,56.7851865
60.5370042,56.7825931
60.5276237,56.7800189
60.5257631,56.7822579
60.5298498,56.7809513
60.5297956,56.7793612
60.5298822,56.7778061
60.5286800,56.7789813
60.5311152,56.7787190
60.5427282,56.7928189
60.5410325,56.7935294
60.5420077,56.7868232
60.5453816,56.7912863
60.5443853,56.7913538
60.5443345,56.7881738
60.5390707,56.7890025
60.5455581,56.7891913
60.5489256,56.7911368
60.5432578,56.7912521
60.5404994,56.7871362
60.5374138,56.7922253
60.5523825,56.7920646
60.5502483,56.7933962
60.5508343,56.7884476
60.5430386,56.7936451
60.5422826,56.7946164
60.5439559,56.7919087
60.5471333,56.7908648
60.5458169,56.7879716
60.5231784,56.8040380
60.5222142,56.8054183
60.5248353,56.8003347
60.5157706,56.8003221
60.5269659,56.8041211
60.5155964,56.8050019
60.5153644,56.8026838
60.5175656,56.8031873
60.5234521,56.8069208
60.5271354,56.8014762
60.5233403,56.8035787
60.5286690,56.8008445
60.5219783,56.8072430
60.5232857,56.8028148
60.5232248,56.8047134
60.5276052,56.8019649
60.5257882,56.8020731
60.5229038,56.7995645
60.5245403,56.7997866
60.5184700,56.8023584
60.5212499,56.7926197
60.5237993,56.7972233
60.5261095,56.7907566
60.5255001,56.7941691
60.5259343,56.7960035
60.5230626,56.7946691
60.5245312,56.7990663
60.5204401,56.7937426
60.5302638,56.7960752
60.5256265,56.7929604
60.5225719,56.7925954
60.5300007,56.7978947
60.5234002,56.7935651
60.5273273,56.7981874
60.5280743,56.7976691
60.5271914,56.7904621
60.5204995,56.7975156
60.5225226,56.7955527
60.5222556,56.7967127
60.5198539,56.7928820
60.5628531,56.7998639
60.5697972,56.8031042
60.5623482,56.7984109
60.5643584,56.7964727
60.5595211,56.8005838
60.5618911,56.8029024
60.5636711,56.8025588
60.5735604,56.7991034
60.5731752,56.8005164
60.5637177,56.7969904
60.5630959,56.7989420
60.5593766,56.7995113
60.5696634,56.8036144
60.5673978,56.8027239
60.5680857,56.7998989
60.5696949,56.8032021
60.5638586,56.7956880
60.5669579,56.8020872
60.5680772,56.8016186
60.5617292,56.8002951
60.5492294,56.8085985
60.5533489,56.8060665
60.5461185,56.8071279
60.5473536,56.8074086
60.5449086,56.8067593
60.5440927,56.8089109
60.5509739,56.8023508
60.5515697,56.8048640
60.5390976,56.8068186
60.5408363,56.8039866
60.5402060,56.8064837
60.5405095,56.8029194
60.5408654,56.8029314
60.5502796,56.8064410
60.5514056,56.8056971
60.5467066,56.8062569
60.5463706,56.8091687
60.5463557,56.8049104
60.5448255,56.8082490
60.5432866,56.8073775
60.5692063,56.7905882
60.5672799,56.7848356
60.5647878,56.7920823
60.5652357,56.7909357
60.5683639,56.7902547
60.5566353,56.7904761
60.5633487,56.7888614
60.5705751,56.7875306
60.5592692,56.7909555
